president,year,party,sentence,sentiment
Grover Cleveland,1886,,"This article may be held to constitute a special privilege for Chinese subjects in the United States, as compared with other aliens; not that it creates any peculiar rights which others do not share, but because, in case of ill treatment of the Chinese in the United States, this Government is bound to ""exert all its power to devise measures for their protection,"" by securing to them the rights to which equally with any and all other foreigners they are entitled.",-0.04164628
Grover Cleveland,1886,,"The note of the Chinese minister and the documents which accompany it give, as I believe, an unexaggerated statement of the lamentable incident, and present impressively the regrettable circumstance that the proceedings, in the name of justice, for the ascertainment of the crime and fixing the responsibility therefor were a ghastly mockery of justice.",-0.688212
Grover Cleveland,1886,,"So long as the Chinese minister, under his instructions, makes this the basis of an appeal to the principles and convictions of mankind, no exception can be taken; but when he goes further, and, taking as his precedent the action of the Chinese Government in past instances where the lives of American citizens and their property in China have been endangered, argues a reciprocal obligation on the part of the United States to indemnify the Chinese subjects who suffered at Rock Springs, it became necessary to meet his argument and to deny most emphatically the conclusions he seeks to draw as to the existence of such a liability and the right of the Chinese Government to insist upon it.",-0.18892527
Grover Cleveland,1886,,"I draw the attention of the Congress to the latter part of the note of the Secretary of State of February 18, 1886, in reply to the Chinese minister&#39;s representations, and invite special consideration of the cogent reasons by which he reaches the conclusion that whilst the United States Government is under no obligation, whether by the express terms of its treaties with China or the principles of international law, to indenmify these Chinese subjects for losses caused by such means and under the admitted circumstances, yet that in view of the palpable and discreditable failure of the authorities of Wyoming Territory to bring to justice the guilty parties or to assure to the sufferers an impartial forum in which to seek and obtain compensation for the losses which those subjects have incurred by lack of police protection, and considering further the entire absence of provocation or contribution on the part of the victims, the Executive may be induced to bring the matter to the benevolent consideration of the Congress, in order that that body, in its high discretion, may direct the bounty of the Government in aid of innocent and peaceful strangers whose maltreatment has brought discredit upon the country, with the distinct understanding that such action is in no wise to be held as a precedent, is wholly gratuitous, and is resorted to in a spirit of pure generosity toward those who are otherwise helpless.",-0.24455498
Chester A. Arthur,1884,,"It will bring the European grain markets of demand within easy distance of our Pacific States, and will give to the manufacturers on the Atlantic seaboard economical access to the cities of China, thus breaking down the barrier which separates the principal manufacturing centers of the United States from the markets of the vast population of Asia, and placing the Eastern States of the Union for all purposes of trade midway between Europe and Asia.",0.24389791
Chester A. Arthur,1882,,"To the Senate of the United States: After careful consideration of Senate bill No. 71, entitled ""An act to execute certain treaty stipulations relating to Chinese,"" I herewith return it to the Senate, in which it originated, with my objections to its passage.",-0.15145269
Chester A. Arthur,1882,,"I am persuaded that if Congress can feel that this act violates the faith of the nation as pledged to China it will concur with me in rejecting this particular mode of regulating Chinese immigration, and will endeavor to find another which shall meet the expectations of the people of the United States without coming in conflict with the rights of China.",-0.15397602
Chester A. Arthur,1882,,"The treaty commonly known as the Burlingame treaty conferred upon Chinese subjects the right of voluntary emigration to the United States for the purposes of curiosity or trade or as permanent residents, and was in all respects reciprocal as to citizens of the United States in China.",0.03712388
Chester A. Arthur,1882,,Under the operation of this treaty it was found that the institutions of the United States and the character of its people and their means of obtaining a livelihood might be seriously affected by the unrestricted introduction of Chinese labor.,-0.48339176
Chester A. Arthur,1882,,A new treaty was concluded with China.,0.069198795
Chester A. Arthur,1882,,"Without abrogating the Burlingame treaty, it was agreed to modify it so far that the Government of the United States might regulate, limit, or suspend the coming of Chinese laborers to the United States or their residence therein, but that it should not absolutely prohibit them, and that the limitation or suspension should be reasonable and should apply only to Chinese who might go to the United States as laborers, other classes not being included in the limitations.",-0.039691173
Chester A. Arthur,1882,,It is a concession from China to the United States in limitation of the rights which she was enjoying under the Burlingame treaty.,0.0027433857
Chester A. Arthur,1882,,China may therefore fairly have a right to expect that in enforcing them we will take good care not to overstep the grant and take more than has been conceded to us.,0.033427082
Chester A. Arthur,1882,,"In its first article the United States is empowered to decide whether the coming of Chinese laborers to the United States or their residence therein affects or threatens to affect our interests Or to endanger good order, either within the whole country or in any part of it.",-0.49135056
Chester A. Arthur,1882,,"The act recites that ""in the opinion of the Government of the United States the coming of Chinese laborers to this country endangers the good order of certain localities thereof.""",-0.82795376
Chester A. Arthur,1882,,"As to the class of persons to be affected by the treaty, the Americans inserted in their draft a provision that the words ""Chinese laborers"" signify all immigration other than that for ""teaching, trade, travel, study, and curiosity.""",-0.13611126
Chester A. Arthur,1882,,The Chinese objected to this that it operated to include artisans in the class of laborers whose immigration might be forbidden.,-0.6178022
Chester A. Arthur,1882,,"The Americans replied that they ""could"" not consent that artisans shall be excluded from the class of Chinese laborers, for it is this very competition of skilled labor in the cities where the Chinese labor immigration concentrates which has caused the embarrassment and popular discontent.",-0.7715241
Chester A. Arthur,1882,,"Article II of the treaty confers the rights, privileges, immunities, and exemptions which are accorded to citizens and subjects of the most favored nation upon Chinese subjects proceeding to the United States as teachers, students, merchants, or from curiosity.",0.06642993
Chester A. Arthur,1882,,The American commissioners report that the Chinese Government claimed that in this article they did by exclusion provide that nobody should be entitled to claim the benefit of the general provisions of the Burlingame treaty but those who might go to the United States in those capacities or for those purposes.,-0.20011945
Chester A. Arthur,1882,,The Chinese commissioners gave notice in the outset that they would never agree to a prohibition of voluntary emigration.,-0.5855919
Chester A. Arthur,1882,,The Chinese refused to accept this.,-0.76355463
Chester A. Arthur,1882,,"The Americans replied that they were ""willing to consult the wishes of the Chinese Government in preserving the principle of free intercourse between the people of the two countries, as established by existing treaties, provided that the right of the United States Government to use its discretion in guarding against any possible evils of immigration of Chinese laborers is distinctly recognized.",0.055793524
Chester A. Arthur,1882,,"Therefore if such concession removes all difficulty on the part of the Chinese commissioners (but only in that case) the United States commissioners will agree to remove the word &#39;prohibit&#39; from their article and to use the words &#39;regulate, limit, or suspend.",0.007113807
Chester A. Arthur,1882,,"""&#39; The Chinese reply to this can only be inferred from the fact that in the place of an agreement, as proposed by our commissioners, that we might prohibit the coming or residence of Chinese laborers, there was inserted in the treaty an agreement that we might not do it.",-0.25641474
Chester A. Arthur,1882,,"When it was submitted to the Chinese, they said: We infer that of the phrases regulate, limit, suspend, or prohibit, the first is a general expression referring to the others.",-0.1088218
Chester A. Arthur,1882,,* * We are entirely ready to negotiate with your excellencies to the end that a limitation either in point of time or of numbers may be fixed upon the emigration of Chinese laborers to the United States.,0.028553393
Chester A. Arthur,1882,,"At a subsequent interview they said that ""by limitation in number they meant, for example, that the United States, having, as they supposed, a record of the number of immigrants in each year, as well as the total number of Chinese now there, that no more should be allowed to go in any one year in future than either the greatest number which had gone in any year in the past, or that the total number should never be allowed to exceed the number now there.",-0.018293679
Chester A. Arthur,1882,,"As to limitation of time they meant, for example, that Chinese should be allowed to go in alternate years, or every third year, or, for example, that they should not be allowed to go for two, three, or five years.""",-0.2628435
Chester A. Arthur,1882,,"At a subsequent conference the Americans said: The Chinese commissioners have in their project explicitly recognized the right of the United States to use some discretion, and have proposed a limitation as to time and number.",0.033005506
Chester A. Arthur,1882,,In one of the conferences the Chinese asked the Americans whether they could give them any idea of the laws which would be passed to carry the powers into execution.,-0.16983254
Chester A. Arthur,1882,,"If Chinese immigration concentrated in cities where it threatened public order, or if it confined itself to localities where it was an injury to the interests of the American people, the Government of the United States would undoubtedly take steps to prevent such accumulations of Chinese.",-0.574982
Chester A. Arthur,1882,,"For example, there might be a demand for Chinese labor in the South and a surplus of such labor in California, and Congress might legislate in accordance with these facts.",-0.00039481744
Chester A. Arthur,1882,,"The Chinese commissioners said this explanation was satisfactory; that they had not intended to ask for a draft of any special act, but for some general idea how the power would be exercised.",0.12035981
Chester A. Arthur,1882,,"With this entire accord as to the meaning of the words they were about to employ and the object of the legislation which might be had in consequence, the parties signed the treaty, in Article I of which-- The Government of China agrees that the Government of the United States may regulate, limit, or suspend such coming or residence, but may not absolutely prohibit it.",0.032920424
Chester A. Arthur,1882,,"The limitation or suspension shall be reasonable, and shall apply only to Chinese who may go to the United States as laborers, other classes not being included in the limitations.",0.011303786
Chester A. Arthur,1882,,"Legislation taken in regard to Chinese laborers will be of such a character only as is necessary to enforce the regulation, limitation, or suspension of immigration.",-0.11561574
Chester A. Arthur,1882,,"The first section of the act provides that-- From and after the expiration of sixty days next after the passage of this act, and until the expiration of twenty years next after the passage of this act, the coming of Chinese laborers be, and the same is hereby, suspended; and during such suspension it shall not be lawful for any Chinese laborer to come, or, having so come after the expiration of said sixty days, to remain within the United States.",-0.3084543
Chester A. Arthur,1882,,"The classes of Chinese who still enjoy the protection of the Burlingame treaty are entitled to the privileges, immunities, and exemptions accorded to citizens and subjects of the most favored nation.",0.16674909
Chester A. Arthur,1882,,I think it may be doubted whether provisions requiring personal registration and the taking out of passports which are not imposed upon natives can be required of Chinese.,-0.25447318
Chester A. Arthur,1882,,"If it is, nevertheless, thought that a passport is the most convenient way for identifying the Chinese entitled to the protection of the Burlingame treaty, it may still be doubted whether they ought to be required to register.",-0.186078
Chester A. Arthur,1882,,"It is certainly our duty under the Burlingame treaty to make their stay in the United States, in the operation of general laws upon them, as nearly like that of our own citizens as we can consistently with our right to shut out the laborers.",0.003818132
Chester A. Arthur,1882,,No good purpose is served in requiring them to register.,-0.79170465
Chester A. Arthur,1882,,My attention has been called by the Chinese minister to the fact that the bill as it stands makes no provision for the transit across the United States of Chinese subjects now residing in foreign countries.,-0.36962938
Chester A. Arthur,1882,,I have said that good faith requires us to suspend the immigration of Chinese laborers for a less period than twenty years; I now add that good policy points in the same direction.,0.34712106
Chester A. Arthur,1882,,Our intercourse with China is of recent date.,-0.03772331
Chester A. Arthur,1882,,Under the spirit which inspired it many thousand Chinese laborers came to the United States.,-0.087833524
Chester A. Arthur,1882,,The opening of China to the commerce of the whole world has benefited no section of it more than the States of our own Pacific Slope.,0.39408785
Chester A. Arthur,1882,,"I transmit herewith copies of the papers relating to the recent treaty with China, which accompanied the confidential message of President Hayes to the Senate of the 10th January, 1881, and also a copy of a memorandum respecting the act herewith returned, which was handed to the Secretary of State by the Chinese minister in Washington.",0.008178774
Rutherford B. Hayes,1879,,"To the House of Representatives: After a very careful consideration of House bill 2423, entitled ""An act to restrict the immigration of Chinese to the United States,"" I herewith return it to the House of Representatives, in which it originated, with my objections to its passage.",-0.19085938
Rutherford B. Hayes,1879,,"The bill, as it was sent to the Senate from the House of Representatives, was confined in its provisions to the object named in its title, which is that of ""An act to restrict the immigration of Chinese to the United States.""",-0.07521297
Rutherford B. Hayes,1879,,"The only means adopted to secure the proposed object was the limitation on the number of Chinese passengers which might be brought to this country by any one vessel to fifteen; and as this number was not fixed in any proportion to the size or tonnage of the vessel or by any consideration of the safety or accommodation of these passengers, the simple purpose and effect of the enactment were to repress this immigration to an extent falling but little short of its absolute exclusion.",-0.17344642
Rutherford B. Hayes,1879,,"The bill, as amended in the Senate and now presented to me, includes an independent and additional provision which aims at and in terms requires the abrogation by this Government of Articles V and VI of the treaty with China commonly called the Burlingame treaty, through the action of the Executive enjoined by this provision of the act.",-0.0045937113
Rutherford B. Hayes,1879,,"The Burlingame treaty, of which the ratifications were exchanged at Peking November 23, 1869, recites as the occasion and motive of its negotiation by the two Governments that ""since the conclusion of the treaty between the United States of America and the Ta Tsing Empire (China) of the 18th of June, 1858, circumstances have arisen showing the necessity of additional articles thereto,"" and proceeds to an agree merit as to said additional articles.",0.05307363
Rutherford B. Hayes,1879,,"These negotiations, therefore, ending by the signature of the additional articles July 28, 1868, had for their object the completion of our treaty rights and obligations toward the Government of China by the incorporation of these new articles as thenceforth parts of the principal treaty to which they are made supplemental.",0.0028219111
Rutherford B. Hayes,1879,,"The principal treaty, of which the ratifications were exchanged August 16, 1859, recites that ""the United States of America and the Ta Tsing Empire, desiring to maintain firm lasting, and sincere friendship, have resolved to renew, in a manner clear and positive, by means of a treaty or general convention of peace, amity, and commerce, the rules which shall in future be mutually observed in the intercourse of their respective countries,"" and proceeds in its thirty articles to lay out a careful and comprehensive system for the commercial relations of our people with China.",0.2649259
Rutherford B. Hayes,1879,,"The main substance of all the provisions of this treaty is to define and secure the rights of our people in respect of access to, residence and protection in, and trade with China.",0.0139813945
Rutherford B. Hayes,1879,,"At the date of the negotiation of this treaty our Pacific possessions had attracted a considerable Chinese emigration, and the advantages and the inconveniences felt or feared therefrom had become more or less manifest; but they dictated no stipulations on the subject to be incorporated in the treaty.",-0.09879229
Rutherford B. Hayes,1879,,"The year 1868 was marked by the striking event of a spontaneous embassy from the Chinese Empire, headed by an American citizen, Anson Burlingame, who had relinquished his diplomatic representation of his own country in China to assume that of the Chinese Empire to the United States and the European nations.",0.024674937
Rutherford B. Hayes,1879,,"By this time the facts of the Chinese immigration and its nature and influences, present and prospective, had become more noticeable and were more observed by the population immediately affected and by this Government.",-0.01371076
Rutherford B. Hayes,1879,,"The principal feature of the Burlingame treaty was its attention to and its treatment of the Chinese immigration and the Chinese as forming, or as they should form, a part of our population.",-0.07590118
Rutherford B. Hayes,1879,,"Up to this time our uncovenanted hospitality to immigration, our fearless liberality of citizenship, our equal and comprehensive justice to all inhabitants, whether they abjured their foreign nationality or not, our civil freedom, and our religious toleration had made all comers welcome, and under these protections the Chinese in considerable numbers had made their lodgment upon our soil.",0.48798874
Rutherford B. Hayes,1879,,"The Burlingame treaty undertakes to deal with this situation, and its fifth and sixth articles embrace its most important provisions in this regard and the main stipulations in which the Chinese Government has secured an obligatory protection of its subjects within our territory.",0.1572423
Rutherford B. Hayes,1879,,"V. The United States of America and the Emperor of China cordially recognize the inherent and inalienable right of man to change his home and allegiance, and also the mutual advantage of the free migration and emigration of their citizens and subjects respectively from the one country to the other for purposes of curiosity, of trade, or as permanent residents.",0.19414495
Rutherford B. Hayes,1879,,"They consequently agree to pass laws making it a penal offense for a citizen of the United States or Chinese subjects to take Chinese subjects either to the United States or to any other foreign country, or for a Chinese subject or citizen of the United States to take citizens of the United States to China or to any other foreign country, without their free and voluntary consent, respectively.",-0.2629638
Rutherford B. Hayes,1879,,"Citizens of the United States visiting or residing in China shall enjoy the same privileges, immunities, or exemptions in respect to travel or residence as may there be enjoyed by the citizens or subjects of the most favored nation, and, reciprocally, Chinese subjects visiting or residing in the United States shall enjoy the same privileges, immunities, and exemptions in respect to travel or residence as may there be enjoyed by the citizens or subjects of the most favored nation.",0.37239018
Rutherford B. Hayes,1879,,"But nothing herein contained shall be held to confer naturalization upon citizens of the United States in China, nor upon the subjects of China in the United States.",-0.12734097
Rutherford B. Hayes,1879,,"An examination of these two articles in the light of the experience then influential in suggesting their ""necessity"" will show that the fifth article was framed in hostility to what seemed the principal mischief to be guarded against, to wit, the introduction of Chinese laborers by methods which should have the character of a forced and servile importation, and not of a voluntary emigration of freemen seeking our shores upon motives and in a manner consonant with the system of our institutions and approved by the experience of the nation.",-0.15268248
Rutherford B. Hayes,1879,,"Unquestionably the adhesion of the Government of China to these liberal principles of freedom in emigration, with which we were so familiar and with which we were so well satisfied, was a great advance toward opening that Empire to our civilization and religion, and gave promise in the future of greater and greater practical results in the diffusion throughout that great population of our arts and industries, our manufactures, our material improvements, and the sentiments of government and religion which seem to us so important to the welfare of mankind.",0.6956392
Rutherford B. Hayes,1879,,The first clause of this article secures this acceptance by China of the American doctrines of free migration to and fro among the peoples and races of the earth.,0.17819466
Rutherford B. Hayes,1879,,"The second clause, however, in its reprobation of ""any other than an entirely voluntary emigration"" by both the high contracting parties, and in the reciprocal obligations whereby we secured the solemn and unqualified engagement on the part of the Government of China ""to pass laws making it a penal offense for a citizen of the United States or Chinese subjects to take Chinese subjects either to the United States or to any other foreign country without their free and voluntary consent,"" constitutes the great force and value of this article.",-0.030378163
Rutherford B. Hayes,1879,,"It commits the Chinese Government to active and efficient measures to suppress this iniquitous system, where those measures are most necessary and can be most effectual.",0.114886865
Rutherford B. Hayes,1879,,"The second topic which interested the two Governments under the actual condition of things which prompted the Burlingame treaty was adequate protection, under the solemn and definite guaranties of a treaty, of the Chinese already in this country and those who should seek our shores.",0.01896029
Rutherford B. Hayes,1879,,"The treaty of 1858, to which these articles are made supplemental, provides for a great amount of privilege and protection, both of person and property, to American citizens in China, but it is upon this sixth article that the main body of the treaty rights and securities of the Chinese already in this country depends.",0.08379865
Rutherford B. Hayes,1879,,"Any treaty obligation would be wanting to restrain our liberty of action toward them, or to measure or sustain the right of the Chinese Government to complaint or redress in their behalf.",-0.11070535
Rutherford B. Hayes,1879,,"The lapse of ten years since the negotiation of the Burlingame treaty has exhibited to the notice of the Chinese Government, as well as to our own people, the working of this experiment of immigration in great numbers of Chinese laborers to this country, and their maintenance here of all the traits of race, religion, manners, and customs, habitations, mode of life, segregation here, and the keeping up of the ties of their original home, which stamp them as strangers and sojourners, and not as incorporated elements of our national life and growth.",-0.12512465
Rutherford B. Hayes,1879,,"It may well be that, to the apprehension of the Chinese Government no less than our own, the simple provisions of the Burlingame treaty may need to be replaced by more careful methods, securing the Chinese and ourselves against a larger and more rapid infusion of this foreign race than our system of industry and society can take up and assimilate with ease and safety.",-0.13695553
Rutherford B. Hayes,1879,,"I regard the very grave discontents of the people of the Pacific States with the present working of the Chinese immigration, and their still graver apprehensions therefrom in the future, as deserving the most serious attention of the people of the whole country and a solicitous interest on the part of Congress and the Executive.",-0.44579148
Rutherford B. Hayes,1879,,"As the power of modifying an existing treaty, whether by adding or striking out provisions, is a part of the treaty-making power under the Constitution, its exercise is not competent for Congress, nor would the assent of China to this partial abrogation of the treaty make the action of Congress in thus procuring an amendment of a treaty a competent exercise of authority under the Constitution.",-0.31329307
Rutherford B. Hayes,1879,,"I am convinced that, whatever urgency might in any quarter or by any interest be supposed to require an instant suppression of further immigration from China, no reasons can require the immediate withdrawal of our treaty protection of the Chinese already in this country, and no circumstances can tolerate an exposure of our citizens in China, merchants or missionaries, to the consequences of so sudden an abrogation of their treaty protection.",-0.43731976
Rutherford B. Hayes,1879,,"Fortunately, however, the actual recession in the flow of the emigration from China to the Pacific Coast, shown by trustworthy statistics, relieves us from any apprehension that the treatment of the subject in the proper course of diplomatic negotiations will introduce any new features of discontent or disturbance among the communities directly affected.",0.13915357
Rutherford B. Hayes,1879,,"Were such delay fraught with more inconveniences than have ever been suggested by the interests most earnest in promoting this legislation, I can not but regard the summary disturbance of our existing treaties with China as greatly more inconvenient to much wider and more permanent interests of the country.",-0.6448338
Rutherford B. Hayes,1878,,After an interval of several years the Chinese Government has again sent envoys to the United States.,-0.078202486
Ulysses S. Grant,1871,,It is our desire to continue to maintain this disinterested and just policy with China as well as Japan.,0.16816424
Ulysses S. Grant,1871,,"To give importance to and to add to the efficiency of our diplomatic relations with Japan and China, and to further aid in retaining the good opinion of those peoples, and to secure to the United States its share of the commerce destined to flow between those nations and the balance of the commercial world, I earnestly recommend that an appropriation be made to support at least four American youths in each of those countries, to serve as a part of the official family of our ministers there.",0.41950732
Ulysses S. Grant,1871,,"As now situated, our representatives in Japan and China have to depend for interpreters and translators upon natives of those countries who know our language imperfectly, or procure for the occasion the services of employees in foreign business houses or the interpreters to other foreign ministers.",-0.2230842
Ulysses S. Grant,1871,,"I would also recommend liberal measures for the purpose of supporting the American lines of steamers now plying between San Francisco and Japan and China, and the Australian line&mdash;almost our only remaining lines of ocean steamers&mdash;and of increasing their services.",0.52961415
Ulysses S. Grant,1869,,"Our neighbors south of us and China and Japan, should receive our special attention.",0.22249542
Ulysses S. Grant,1869,,"Through the agency of a more enlightened policy than that heretofore pursued toward China, largely due to the sagacity and efforts of one of our own distinguished citizens, the world is about to commence largely increased relations with that populous and hitherto exclusive nation.",0.5183268
Ulysses S. Grant,1869,,"In this connection I advise such legislation as will forever preclude the enslavement of the Chinese upon our soil under the name of coolies, and also prevent American vessels from engaging in the transportation of coolies to any country tolerating the system.",-0.41000634
Ulysses S. Grant,1869,,I also recommend that the mission to China be raised to one of the first class.,0.24794307
Andrew Johnson,1866,,"This provision comprehends the Chinese of the Pacific States, Indians subject to taxation, the people called gypsies, as well as the entire race designated as blacks, people of color.",-0.38352463
Abraham Lincoln,1863,,"This acknowledgment justly includes those consuls who, residing in Morocco, Egypt, Turkey, Japan, China, and other Oriental countries, are charged with complex functions and extraordinary powers.",0.07576605
Abraham Lincoln,1861,,"I repeat the recommendation of my predecessor in his annual message to Congress in December last in regard to the disposition of the surplus which will probably remain after satisfying the claims of American citizens against China, pursuant to the awards of the commissioners under the act of the 3d of March, 1859.",-0.025221206
Abraham Lincoln,1861,,"If, however, it should not be deemed advisable to carry that recommendation into effect, I would suggest that authority be given for investing the principal, over the proceeds of the surplus referred to, in good securities, with a view to the satisfaction of such other just claims of our citizens against China as are not unlikely to arise hereafter in the course of our extensive trade with that Empire.",-0.08009864
Andrew Jackson,1831,,"To China and the East Indies our commerce continues in its usual extent, and with increased facilities which the credit and capital of our merchants afford by substituting bills for payments in specie.",0.28108853
