President,Year,Party,Role,Intelligence Leader,Publication Title,Sentence,Sentiment
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"An index of countries facing growing resource scarcities and environmental risks highlights many Sub-Saharan African and South and East Asian countries, including India and China.",-0.2124584
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,India s concern is fueled by what it perceives as a Chinese policy of containment that threatens India s rise.,-0.6615376
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China s continuing cooperation with Pakistan on nuclear and missile developments, its growing assertiveness in its territorial claims, and opposition to New Delhi s participation in regional and global forums are likely to remain irritants and shape India s strategic outlook.",-0.23828359
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Russia has serious concerns regarding the threat posed by a rapidly expanding China, particularly Beijing s growing appetite for natural resources which could eventually encroach upon the Russian Far East and Siberia.",-0.6430378
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Heated debates are occurring among China s elites, for example, regarding whether China should move away from its traditional policies not having overseas bases or major military alliances and not interfering in the internal affairs of other countries as its overseas interests expand.",-0.06212933
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The outcome of these debates will be critical indicators of whether China intends to become a global superpower, which in turn will have major implications for the prospect of future great power competition.",0.1353381
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Historical parallels with other great power rises suggest that Chinese assertiveness might increase as its economic growth slows and there is political need at home to demonstrate China s standing in the world.,0.14924784
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Despite booming bilateral trade and economic relations between Beijing and New Delhi, the India-China relationship is clouded by Global trends in Violent conflict, - Source: Center for International Development and Conflict Management.",-0.4647997
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The potential for disputes to grow over seabed rights is particularly striking in several regions the South China Sea and the Indian, Arctic, and South Atlantic Oceans (see textbox on ).",-0.3918283
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Although water stressa exists in the United States and Mexico and along the western coast of South America, the world s major belt of water stress lies across northern Africa, the Middle East, central and southern Asia, and northern China.",-0.20822804
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The United States historic role as security guarantor in Asia, including its substantial on-the-ground military presence, puts it in a competitive position with rising Asian states particularly China who desire greater regional roles for themselves.",0.61108226
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"However, tensions particularly with China probably will grow over the US role.",-0.32887325
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Chinese strategists worry that China s dependence on the US for sea lane security will be a strategic vulnerability for China in a future conflict, such as over Taiwan, where the US might impose an oil embargo.",-0.6039263
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In response, China is building up its naval power and developing land-bound energy transportation routes to diversify its access to energy.",0.29820442
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Growing interconnectivity of devices and software, including greater use of the cloud and integration and Ganges) to high stress and the Mekong is at least temporarily under high stress as a result of drought and Chinese reservoir filling.",-0.08917084
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,South China Sea.,-0.07021981
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Overlapping claims by China and several ASEAN states could lead to more confrontation, if not conflict.",-0.6858879
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Future wars in Asia involving Russia, China, or India and Pakistan would risk use of a nuclear weapon in addition to conventional military capabilities.",-0.56931317
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China s development of capabilities to counter US information superiority in a future conflict is an example of this type of competition.,-0.19252472
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,The US ability to project air and maritime forces is in competition with China s burgeoning capabilities to deter and deny such force projection.,-0.23117355
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"East Asia Surging economic growth, dramatic power shifts, nationalism, and aggressive military modernization not just in China but India and elsewhere have amplified rather than diminished regional competition.",0.42006308
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Regional trends will pull countries in two directions: toward China economically but toward the US and each other for security.,0.004996866
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Rule of law and more transparency on its military modernization would assuage security concerns about China.,0.040376633
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China s weaknesses, however, could make Beijing more unpredictable or even highly aggressive.",-0.6397922
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Russia s posture towards the West and China will help determine whether it moves to becoming a more stable, constructive global player.",0.30600607
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Increasingly China is also driving India threat perceptions, partly because of China s role in supporting Pakistan, but mostly because of China s increasing global and regional profile.",-0.22165237
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Indian elites worry about the potential for a widening economic gap between China and India if Indian growth does not rebound from its recent slowdown and India does not put more emphasis on rapid economic and technological development.,-0.65541965
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Intensifying competition between India and China could lead to great-power conflict that would not be limited to the South Asian theatre, drawing in the US and others.",-0.012351513
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"East Asia: Multiple Strategic Futures Surging economic growth, dramatic power shifts, nationalism, and aggressive military modernization not just in China but India and elsewhere have amplified rather than diminished tensions and competition among the rising powers and with Japan.",0.19988573
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Owing to the unusual nature of the post-World War II settlement in Asia and the persistence of conflicts on the Korean Peninsula and Taiwan Strait as a result of that settlement historical grievances have festered and intensified in Asia.,-0.5188265
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Fear of Chinese power, growing nationalism across the region, and possible questions about US staying power will fuel these tensions over the coming decades.",-0.52632827
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Economic growth and interdependence have not diminished Asians grievances, as seen in the difficult relations today between Japan-China, Japan-Korea, China-Korea, India-China and Vietnam-China.",-0.07818838
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Regional trends probably will continue to pull countries in two directions: toward China economically but toward the United States and each other for security.,-0.015044615
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Since , Asian powers including Japan, Korea, Australia, and India have gradually swapped the United States for China as their top trading partner but have coupled growing economic interdependence with the continued insurance of close US security ties.",0.1356547
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"This pattern is likely to continue through , although political liberalization in China such as rule of law and more cooperation.",0.25860852
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Just as China s economic engine transformed its relations with neighbors from the early s, so a strong economic engine in India could lay down new foundations for prosperity and regional cooperation in South Asia.",0.5641968
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Just as China s economic engine transformed its relations with neighbors from the early s, so a strong economic engine in India could lay down new foundations for prosperity and regional cooperation in South Asia.",0.5641968
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Consequently, the military would likely cede control of territory Global Trends : Alternative Worlds | GAME-CHANGERS by the preponderance of power enjoyed by the United States and its allies, thereby deterring aggressive action by Beijing or Pyongyang.",-0.14778905
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"A consolidated regional order in which an East Asian community develops along the lines of Europe s democratic peace, with China s political liberalization a precondition for such a regional evolution.",0.145995
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,A Sinocentric order centered on Beijing that sustains a different kind of East Asian community on the basis of China s extension of a sphere of influence across the region.,-0.03947082
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"An Asian system in which China sat at the summit of a hierarchical regional order presumes that Asian institution-building develops along closed lines of Asian exclusivity, rather than through the open transpacific regionalism that has been the dominant impulse behind Asian community-building since the early s. Numerous Wild Cards Should India fail to rise or Japan temper its relative decline, the Sinocentric order become more likely.",-0.28251335
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Should the United States core Asian partners possess less capability or willingness to balance Chinese power transparency on its military modernization program would likely assuage security concerns in ways that would make the regional hedge less necessary.,-0.16156736
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Better-than-expected Chinese economic growth and Beijing s ability to manage the challenging transition to an innovation-and-consumer-based economy could increase Beijing s magnetic pull on regional trade and investment, increasing China s status as the leading provider of Asian foreign direct investment.",0.7879256
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Alternatively, a serious or prolonged Chinese economic slump could take the steam out of China s regional clout and reinforce latent fears about the potential regional implications of internal unrest there.",-0.72990483
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Regional trends probably will continue to pull countries in two directions: toward China economically but toward the United States and each other for security.,-0.015044615
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"US naval hegemony over the world s key sea lanes, in this and other oceans, will fade as China s blue-water navy strengthens.",-0.15856242
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Continued US maritime preeminence and the US alliance system sustain a security order in which China s militarization, North Korea s nuclear mischief, and other potential security dilemmas in Asia are mitigated Global Trends : Alternative Worlds | GAME-CHANGERS European governments have grown very large relative to their economies, and demographic trends point to a shrinking labor force as well as increased age imbalance between active and non-active citizens.",-0.15915272
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Under such a scenario, severe economic dislocation and themselves, the US may need to step up involvement as a counterbalance, risking a direct contest with China.",-0.333965
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Chinese weakness is perhaps the biggest uncertainty.,-0.74471915
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"If Beijing fails to transition to a more sustainable, innovation-based economic model, it will remain a top-tier player in Asia, but the influence surrounding what has been a remarkable ascendance will dissipate.",0.17976224
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In an extreme case, China would collapse with deep divisions opening up between rich coastal area and the impoverished interior and also growing separatism in China s far-flung areas of Tibet and Xinjiang.",-0.7052748
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Under these circumstances, China may become a more unpredictable or even highly aggressive power with the leadership trying to divert attention away from its domestic problems.",-0.6146361
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,A conflict with one of its neighbors and/or the US that China lost could also puncture its standing.,-0.71735424
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Russia s relations with the West and China are also likely to be a critical factor in determining whether Russia moves toward becoming a more stable, constructive global player during the next two decades.",0.2639478
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Russia might continue in a more or less ambivalent relationship with the other powers, but over the next years this path would likely be a more troublesome one for international cooperation if Russia rebuilds its military strength and must contend with an increasingly powerful China. .",-0.40604797
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China has led in ramping up demand for Latin American commodities to the point that many experts in Brazil and elsewhere worry about an overdependence on commodity exports.,-0.03592831
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Cheap Chinese imports have also undercut the competitiveness of industrial goods, and some of our interlocutors worry about the future of the manufacturing sector.",-0.8464347
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"However, the country could be challenged if global trade and growth declines, instability grows on its periphery, megacities are Global Trends : Alternative Worlds | GAME-CHANGERS many emerging markets, like China has recently done in photovoltaic panels.",-0.3905651
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"During the next - years, more technological activity is likely to move to developing world as multinationals focus on the fastest-growing emerging markets and as Chinese, Indian, Brazilian, and other emerging-economy corporations rapidly become internationally competitive.",0.6679773
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"However, the Chinese Government and several others will likely severely restrict any services that threaten their control over information flow.",-0.63339114
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China, India, and Russia countries that have critical needs for key resources are expected to realize substantial rewards in being the first countries to commercialize next-generation resource technologies.",0.88376784
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Being first may allow private and state-owned Chinese, Indian, and Russian resource companies to establish strong global competitive positions.",0.6476519
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China is already the leading manufacturer of photovoltaic panels.,0.6449973
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,The multifaceted nature of US power suggests that even as its economic weight is overtaken by China perhaps as early as the s based on several forecasts the US most likely will remain first among equals alongside the other great powers in . . .,0.12762961
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,The multifaceted nature of US power suggests that even as its economic weight is overtaken by China perhaps as early as the s based on several forecasts the US most likely will remain the first among equals alongside the other great powers in because of its preeminence across a range of power dimensions and legacies of its leadership.,0.28495443
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The United States weight in the global economy has steadily lessened since the s, but it has been dropping more rapidly since the early s with the rise of China s place in the world economy.",-0.17099708
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China and India are gaining ground at an unprecedented rate (the US rise in the th century was slower as measured by gains in world GDP).,0.49973083
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China s large, sustained investments could make it close to a peer competitor by .",0.54937696
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The gap with others almost certainly will narrow, but China is unlikely to rival the US in soft power in .",0.03461442
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The US will still be the world s S&T leader in , but the gap with China, India and others will have shrunk.",0.20756409
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Percent share of global power - Russia Germany France United Kingdom Japan India China United States Internet/Communication Technologies Research & Development Government Revenue Human Capital International Assistance Foreign Direct Investments Trade Nuclear Weapons GDP (purchasing power parity),0.030050728
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"India sees the US as a hedge against the rise of China, and Brazil recognizes Washington as a backer of its rise and guarantor of regional economic stability.",0.24606422
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Participants saw China in a separate category: the US and China will be in competition with one another but they will also be required to cooperate to solve common threats and challenges and to protect mutual interests.,-0.01544892
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"For China, the principal question is whether it can continue to operate within the existing international order or if it will eventually pursue a revisionist course.",-0.21409875
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"However, our interlocutors agreed that if China does seek to overturn the international order it is likely to be the result of events inside and outside China rather than the consequence of a grand design.",-0.095423505
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The US could act as balancer ensuring regional stability, for example, in Asia where the rise of multiple powers particularly India and China could spark increased rivalries.",0.15095118
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In this scenario, the US would be more likely to lose influence to regional hegemons China and India in Asia and Russia in Eurasia.",-0.49599156
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In PPP terms, however, the US economy would still be surpassed by China before .",-0.3907544
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Though its growth would slow sharply by , China would still become the central player in world trade and the largest trading partner of most countries. . . .",0.28962973
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Should Asia replicate Europe s th- and early th-century past and become a region divided by power struggles and rivalries, the US would be called by many including potentially even a rising China to be a balancer, ensuring regional stability.",-0.00086232275
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Potential crises that could ocur in the time frame such as Korean unification or a tense standoff between the US and China over Taiwan probably would lead to demands for sustained US engagement at a high level.,-0.17754783
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Asia is a region with a large number of unresolved territorial disputes, including in the South China Sea where Military spending, - Source: International Futures Model.",-0.4217904
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Their perspectives even China s are more keyed to shaping regional structures.,0.12875056
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"How China and India s Dramatic Rise Note: UK, US, and Japan data from Angus Maddison historical database, measured in International Geary-Khamis dollars.",0.015627429
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China and India data from Brookings projections, measured in PPP dollars.",0.035338275
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Average increase in percentage point share of global GDP per decade India, - China, - Japan, - US, - UK, - Global Trends : Alternative Worlds | GAME-CHANGERS a new role.",0.2915437
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Fusion a world in which the US and China cooperate, leading to worldwide cooperation on global challenges.",0.5668614
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Trillion US $ Fusion Nonstate World Gini-Out-of- the-Bottle Stalled Engines Othera Sub-Saharan Africa Latin America Other Asia India China Russia Japan Europe US . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,-0.07213345
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Nonetheless, fundamental economic and political reforms remain elusive in China and India.",-0.27332467
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China s growth falls, for example, from percent at the start of the period to around percent by .",-0.24093434
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China welcomed the US decision to draw down its overseas forces, seeing it as a guarantee of US non-interference, though Chinese liberals are chagrined because they saw a strong US as keeping the pressure on Beijing for reforms.",0.44701797
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Beijing expects Vietnam and The Philippines to gradually back down in the South China Sea without strong US support.,-0.27781093
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China has its own share of problems.,-0.77114135
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"WORLDCORP Strategic Vision Group Ladbroke Lane, Suite London, England W NE Global Trends : Alternative Worlds | alternative worldS Indian distrust of China has also grown to the extent that no more BRIC summits are being held.",-0.6017627
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Chinese and Indian diplomats won t sit together even in a multilateralist setting.,-0.6435563
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China recently completed a , -megawatt dam on the Brahmaputra close to the disputed border with India and has begun building another.",-0.022276543
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China s decision to test Vietnam s determination to stand up to Beijing in the South China Sea has Indian officials on edge.,-0.29162267
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In Delhi s view, China s aggression appears to be unstoppable without a greater US willingness to intervene.",-0.65480614
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,It appears to be only a matter of time before China s blue water navy extends its sway farther west into the Indian Ocean.,0.1913769
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Even the Chinese got worried about a diminishing US role and sent their fleet to the Gulf of Oman.,-0.44229746
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In China, however, the party is increasingly under fire for what many Chinese people view as gross mismanagement of the economy.",-0.8865291
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Ironically, with the increased security and border controls, the US, some Europeans, and even China are better able to weather the pandemic, which is spreading quickly.",0.002898991
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"This new mental map, created by what happened to the poor and destitute and their being shunned by the rich countries, including China, is widening the gulf between North and South and East and West.",-0.5702198
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China Fundamental economic and political reforms have stalled; corruption and social unrest is slowing growth rates, which perhaps explains why the government is fomenting nationalism and becoming more adventurist overseas.",-0.70604753
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,India A US withdrawal from Asia leaves India having to fend on its own against what it sees as an increasingly aggressive China.,-0.42512214
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Chinese per capita incomes also rapidly increase, ensuring that China avoids the middle-income trap.",0.4380216
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,This is a world in which the specter of a spreading conflict in South Asia triggers efforts by the US and China to intervene and impose a cease-fire.,-0.3182253
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China and the US find other issues to collaborate on, leading to a sea change in their bilateral relations, as well as to broader worldwide cooperation on global challenges.",0.5738088
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China, bolstered by the increasing role it is playing in the international system, begins a process of political reform.",0.46503448
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In this case there was sparring between China and India, China and the US, and the US and Europe over Middle East policy and among the US, India, and Pakistan over Afghanistan.",-0.12945785
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,The surprise was China.,0.120253794
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,No one anticipated the leadership s decisionmaking paralysis and how the internal wrangling was taking a toll on China s economic growth.,-0.53751075
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"As Metternich was wont to say about France at the Congress of Vienna, if China sneezes everyone else catches a cold.",-0.4002896
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China did more than make everyone get an economic cold.,-0.2759299
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"China s leaders despite or maybe because of the downturn ramped up military spending, causing everyone s nerves to get on edge.",-0.674291
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Beijing sent a secret envoy to Washington with a cease-fire plan.,-0.04318764
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Together the US and China brought the plan to the UN Security Council.,0.15473925
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China promised to inject massive amounts of humanitarian and development aid if Pakistan ceased further retaliation.,0.10489712
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,The US and China are cosponsoring peace talks in Geneva to settle issues such as Kashmir and Pakistani support for militant groups.,-0.058541946
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,A lot depended on the personal ties between US and Chinese leaders.,-0.075746
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Mechanisms for global sharing of innovation were established by China and the United States.,0.21476905
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Cooperation elsewhere and pressure from other powers such as China and the US have persuaded the Indians and Pakistanis to increase their strategic dialogue and to begin to open trade flows.,0.23263219
