president,year,party,sentence,sentiment
Lyndon B. Johnson,1968,Democratic,The radical extremism of their Government has isolated the Chinese people behind their own borders.,0.06666666666666665
Richard M. Nixon,1970,Republican,It is with this same spirit that we have resumed discussions with Communist China in our talks at Warsaw.,0.0
Richard M. Nixon,1972,Republican,"As you know, I will soon be visiting the People's Republic of China and the Soviet Union.",0.0
Richard M. Nixon,1972,Republican,It is to build on the progress of the past and to lay the foundations for greater progress in the future that I will soon be visiting the capitals of both the People's Republic of China and the Soviet Union.,0.08333333333333333
Richard M. Nixon,1974,Republican,We were in hostile isolation from a quarter of the world's people who lived in Mainland China.,0.0
Richard M. Nixon,1974,Republican,"With the People's Republic of China after a generation of hostile isolation, we have begun a period of peaceful exchange and expanding trade.",0.25
Richard M. Nixon,1974,Republican,The world could not afford another generation of hostility between the United States and the People's Republic of China.,0.0
Richard M. Nixon,1974,Republican,The process of building a normal relationship with the People's Republic of China continues.,0.15
Richard M. Nixon,1974,Republican,"The markets of the USSR and China are now accessible, thereby providing jobs for American workers.",0.1875
Gerald R. Ford,1975,Republican,"The Berlin agreement, the SALT agreements, our new relationship with China, the unprecedented efforts in the Middle East are immensely encouraging.",0.18409090909090908
Gerald R. Ford,1976,Republican,"We have an improving relationship with China, the world's most populous nation.",0.5
Gerald R. Ford,1977,Republican,Our relationship with the People's Republic of China is proving its importance and its durability.,0.0
Jimmy Carter,1978,Democratic,We are continuing the process of normalization of our relations with the People's Republic of China within the framework of the Shanghai Communiqu.,0.0
Jimmy Carter,1979,Democratic,We are entering a hopeful era in our relations with one-fourth of the world's people who live in China.,0.13636363636363635
Jimmy Carter,1979,Democratic,"And with prompt congressional action on authorizing legislation, we will continue our commitment to a prosperous, peaceful, and secure life for the people of Taiwan.",0.25
Jimmy Carter,1979,Democratic,Science and technology also have played a critical part in the dramatic advances of our relationship with the People's Republic of China.,-0.21666666666666665
Jimmy Carter,1979,Democratic,These scientific and technological relationships that will be built with China will be parallel to many such relationships we have established and enhanced over the years with other nations and groups of nations.,0.09375
Jimmy Carter,1979,Democratic,"We have moved to establish new and stronger trade ties with several nations, including Japan and the People's Republic of China.",0.06818181818181818
Jimmy Carter,1979,Democratic,"In a world of accelerating change, fraught with potential danger and uncertainty, and marked by a continuing Soviet military buildup, we must have, together with our allies, unsurpassed military capability to deter attack or attempts at political coercion.",-0.02
Jimmy Carter,1979,Democratic,The arrival next week of the first leader of the People's Republic of China to officially visit Washington will give us an early and welcome opportunity in the new year not only to cement the ties of friendship and hospitality between us but to emphasize our expectation that our relationship with China will be a constructive one.,0.21439393939393936
Jimmy Carter,1979,Democratic,Such legislation is particularly important to facilitate continued trade and other relations with the people of Taiwan through non-governmental instrumentalities and to assure continued peace and prosperity there.,0.09166666666666667
Jimmy Carter,1979,Democratic,"USSR 

We seek better relations with both the Soviet Union and the People's Republic of China.",0.5
Jimmy Carter,1980,Democratic,Our decision to normalize relations with the People's Republic of China will help to preserve peace and stability in Asia and in the Western Pacific.,0.0
Jimmy Carter,1980,Democratic,China Trade AgreementI will be seeking early approval by the Congress of the Trade Agreement reached with China; the Agreement represents a major step forward in the process toward improved economic relations with China.,0.12083333333333335
Jimmy Carter,1980,Democratic,"We are studying the possibility of further agreements on expanded trade with both traditional and newer trade partners, including China.",0.0
Jimmy Carter,1980,Democratic,"That commitment has been reflected in: a 40% increase in basic research funding, resulting in the highest research and development funding in our Nation's history; a new Automotive Research initiative in which the industry, in partnership with the Federal government, will undertake basic research essential to help improve future automobiles; an acceleration of scientific and technological exchanges with the People's Republic of China; a major review of space activities and needs, resulting in a 60% increase in space funding and in the development of a space policy that will set the direction of our space efforts over the next decade; and a major new program to encourage industrial innovation.",0.04419191919191919
Jimmy Carter,1980,Democratic,"Our relations with China are growing closer, providing a major new dimension in our policy in Asia and the world.",0.09943181818181818
Jimmy Carter,1980,Democratic,The China Trade Agreement(5) Intelligence Charters(6),0.0
Jimmy Carter,1980,Democratic,We are strengthening our new relationship with China.,0.13636363636363635
Jimmy Carter,1980,Democratic,"CHINA 

Over the last year we have expanded our relationship with the People's Republic of China to ensure that where our interests coincide, our separate actions will be mutually reinforcing.",0.0
Jimmy Carter,1980,Democratic,"This process has been facilitated by the successful visits of Vice Premier Deng to the United States and Vice President Mondale to China; through the signing of over 15 commercial, scientific, and cultural agreements; through numerous Cabinet-level visits; and through a significant expansion of trade and the flow of people between our two countries.",0.24500000000000002
Jimmy Carter,1980,Democratic,"During Secretary of Defense Brown's recent trip to the People's Republic of China, wide-ranging talks were held on global and regional issues, arms control, technology transfer, and ways to sustain bilateral contacts.",0.0
Jimmy Carter,1980,Democratic,"Although we may differ with the Chinese on some issues, our views coincide on many important issues, particularly with respect to the implications for the region of the Soviet invasion of Afghanistan.",0.26666666666666666
Jimmy Carter,1980,Democratic,"In 1980 I look forward to passage by Congress early in the year of the China Trade Agreement and of authorization of OPIC operations in China; we plan to conclude civil aviation, maritime, and textile agreements; and continue to expand our commercial, cultural, and scientific relations, particularly through ExImBank credits to the People's Republic of China.",0.09166666666666667
Ronald Reagan,1981,Republican,"As a result of its massive military buildup, the Soviets have made a significant numerical advantage in strategic nuclear delivery systems, tactical aircraft, submarines, artillery, and anti-aircraft defense.",0.09166666666666667
Jimmy Carter,1981,Democratic,"In pursuit of this objective, I signed into law the Controlled Carrier Act of 1978, authorizing the Federal Maritime Commission to regulate certain rate cutting practices of some state-controlled carriers, and recently signed a bilateral maritime agreement with the People's Republic of China that will expand the access of American ships to 20 specified Chinese ports, and set aside for American-flag ships a substantial share (at least one-third) of the cargo between our countries.",-0.09795918367346938
Jimmy Carter,1981,Democratic,"This agreement should officially foster expanded U.S. and Chinese shipping services linking the two countries, and will provide further momentum to the growth of Sino-American trade.",0.0
Jimmy Carter,1981,Democratic,"For these reasons, scientific and technological considerations have been integral elements of the Administration's decisionmaking on such national security and foreign policy issues as the modernization of our strategic weaponry, arms control, technology transfer, the growing bilateral relationship with China, and our relations with the developing world.",-0.0625
Jimmy Carter,1981,Democratic,"We have given special attention to scientific and technical relations with China, to new forms of scientific and technical cooperation with Japan, to cooperation with Mexico, other Latin American and Caribbean countries and several states in Black America [Africa], and to the proposed Institute for Scientific and Technological Cooperation.",0.025229978354978356
Jimmy Carter,1981,Democratic,"Our relations with China are growing closer, providing a major new dimension in our policy in Asia and the world.",0.09943181818181818
Jimmy Carter,1981,Democratic,Normalization of U.S. relations with China has facilitated China's full entry into the international community and encouraged a constructive Chinese role in the Asia-Pacific region.,0.11666666666666665
Jimmy Carter,1981,Democratic,Our relations with China have been rapidly consolidated over the past year through the conclusion of a series of bilateral agreements.,-0.25
Ronald Reagan,1985,Republican,And now China is opening up its economy to meet its needs.,0.0
Ronald Reagan,1988,Republican,"And as an ancient Chinese philosopher, Lao-tzu, said: ""Govern a great nation as you would cook a small fish; do not overdo it.""",0.18333333333333335
George Bush,1989,Republican,"When I served as our representative in China 14 or 15 years ago, few would have predicted the scope of the changes we've witnessed since then.",-0.2
George Bush,1989,Republican,"But in preparing for this trip, I was struck by something I came across from a Chinese writer.",0.0
William J. Clinton,1994,Democratic,"And as we build a more constructive relationship with China, we must continue to insist on clear signs of improvement in that nation's human rights record.",0.19999999999999998
William J. Clinton,1997,Democratic,We must pursue a deeper dialog with China for the sake of our interests and our ideals.,0.0
William J. Clinton,1997,Democratic,An isolated China is not good for America; a China playing its proper role in the world is.,-0.175
William J. Clinton,1997,Democratic,"I will go to China, and I have invited China's President to come here, not because we agree on everything but because engaging China is the best way to work on our common challenges like ending nuclear testing and to deal frankly with our fundamental differences like human rights.",0.27499999999999997
William J. Clinton,1997,Democratic,"Gary Locke, the newly elected Governor of Washington State, is the first Chinese-American Governor in the history of our country.",0.19318181818181818
William J. Clinton,1998,Democratic,"In the months ahead, I will pursue our security strategy with old allies in Asia and Europe and new partners from Africa to India and Pakistan, from South America to China.",0.11818181818181818
William J. Clinton,1999,Democratic,"We must continue to support security and stability in Europe and Asia, expanding NATO and defining its new missions, maintaining our alliance with Japan, with Korea, with our other Asian allies, and engaging China.",0.1028409090909091
William J. Clinton,1999,Democratic,"In China, last year, I said to the leaders and the people what I'd like to say again tonight:",0.0
William J. Clinton,1999,Democratic,But I'd also like to say again to the American people: It's important not to isolate China.,0.2
William J. Clinton,1999,Democratic,"The more we bring China into the world, the more the world will bring change and freedom to China.",0.5
William J. Clinton,2000,Democratic,"First, we must continue to encourage our former adversaries, Russia and China, to emerge as stable, prosperous, democratic nations.",0.125
William J. Clinton,2000,Democratic,"Both are being held back today from reaching their full potential: Russia by the legacy of communism, an economy in turmoil, a cruel and self-defeating war in Chechnya; China by the illusion that it can buy stability at the expense of freedom.",-0.1625
William J. Clinton,2000,Democratic,"But think how much has changed in the past decade: 5,000 former Soviet nuclear weapons taken out of commission; Russian soldiers actually serving with ours in the Balkans; Russian people electing their leaders for the first time in 1,000 years; and in China, an economy more open to the world than ever before.",0.07777777777777778
William J. Clinton,2000,Democratic,"And that's why I believe Congress should support the agreement we negotiated to bring China into the WTO, by passing permanent normal trade relations with China as soon as possible this year.",0.075
William J. Clinton,2000,Democratic,"I think you ought to do it for two reasons: First of all, our markets are already open to China; this agreement will open China's markets to us.",0.08333333333333333
William J. Clinton,2000,Democratic,"And second, it will plainly advance the cause of peace in Asia and promote the cause of change in China.",-0.10714285714285714
William J. Clinton,2000,Democratic,"But when all is said and done, we need to know we did everything we possibly could to maximize the chance that China will choose the right future.",0.09523809523809523
George W. Bush,2002,Republican,"America is working with Russia and China and India, in ways we have never before, to achieve peace and prosperity.",0.0
George W. Bush,2003,Republican,"America is working with the countries of the region, South Korea, Japan, China, and Russia, to find a peaceful solution and to show the North Korean Government that nuclear weapons will bring only isolation, economic stagnation, and continued hardship.",0.15
George W. Bush,2006,Republican,"In a dynamic world economy, we are seeing new competitors like China and India, and this creates uncertainty, which makes it easier to feed people's fears.",0.06818181818181818
George W. Bush,2007,Republican,"Together with our partners in China and Japan, Russia and South Korea, we're pursuing intensive diplomacy to achieve a Korean Peninsula free of nuclear weapons.",0.4
George W. Bush,2008,Republican,"Let us create a new international clean technology fund, which will help developing nations like India and China make a greater use of clean energy sources.",0.2739393939393939
Barack Obama,2009,Democratic,"And yet, it is China that has launched the largest effort in history to make their economy energy efficient.",0.0
Barack Obama,2010,Democratic,There's no reason Europe or China should have the fastest trains or the new factories that manufacture clean energy products.,0.2515151515151515
Barack Obama,2010,Democratic,"Meanwhile, China's not waiting to revamp its economy.",0.0
Barack Obama,2011,Democratic,"Meanwhile, nations like China and India realized that with some changes of their own, they could compete in this new world.",0.36818181818181817
Barack Obama,2011,Democratic,"Just recently, China became the home to the world's largest private solar research facility and the world's fastest computer.",0.0
Barack Obama,2011,Democratic,China is building faster trains and newer airports.,0.0
Barack Obama,2011,Democratic,"Recently, we signed agreements with India and China that will support more than 250,000 jobs here in the United States.",0.25
Barack Obama,2012,Democratic,But right now it's getting more expensive to do business in places like China.,0.09523809523809523
Barack Obama,2012,Democratic,"We've brought trade cases against China at nearly twice the rate as the last administration, and it's made a difference.",0.05
Barack Obama,2012,Democratic,Over a thousand Americans are working today because we stopped a surge in Chinese tires.,0.0
Barack Obama,2012,Democratic,Tonight I'm announcing the creation of a trade enforcement unit that will be charged with investigating unfair trading practices in countries like China.,-0.5
Barack Obama,2012,Democratic,I will not cede the wind or solar or battery industry to China or Germany because we refuse to make the same commitment here.,0.0
Barack Obama,2013,Democratic,"As long as countries like China keep going all in on clean energy, so must we.",0.15833333333333335
Barack Obama,2014,Democratic,"And for the first time in over a decade, business leaders around the world have declared that China is no longer the world's number-one place to invest, America is.",0.25
Barack Obama,2014,Democratic,"We need to work together on tools like bipartisan trade promotion authority to protect our workers, protect our environment, and open new markets to new goods stamped ""Made in the U.S.A."" 

Listen, China and Europe aren't standing on the sidelines, and neither should we.",0.0909090909090909
Barack Obama,2015,Democratic,"But as we speak, China wants to write the rules for the world's fastest growing region.",0.2
Barack Obama,2015,Democratic,More than half of manufacturing executives have said they're actively looking to bring jobs back from China.,0.05000000000000001
Barack Obama,2015,Democratic,"In Beijing, we made a historic announcement: The United States will double the pace at which we cut carbon pollution.",0.0
Barack Obama,2015,Democratic,"And China committed, for the first time, to limiting their emissions.",0.25
Barack Obama,2016,Democratic,"Surveys show our standing around the world is higher than when I was elected to this office, and when it comes to every important international issue, people of the world do not look to Beijing or Moscow to lead.",0.21666666666666667
Barack Obama,2016,Democratic,Economic headwinds are blowing in from a Chinese economy that is in significant transition.,0.19166666666666665
Barack Obama,2016,Democratic,"With TPP, China does not set the rules in that region, we do.",0.0
Donald Trump,2017,Republican,"We've lost more than one-fourth of our manufacturing jobs since NAFTA was approved, and we've lost 60,000 factories since China joined the World Trade Organization in 2001.",0.5
Donald Trump,2018,Republican,"Around the world, we face rogue regimes, terrorist groups, and rivals like China and Russia that challenge our interests, our economy, and our values.",0.0
Donald Trump,2018,Republican,"Later, he was tortured by North Korean authorities after returning from a brief visit to China.",0.0
Donald Trump,2018,Republican,Sung-ho traveled thousands of miles on crutches all across China and Southeast Asia to freedom.,0.0
Donald Trump,2019,Republican,"We are now making it clear to China that, after years of targeting our industries and stealing our intellectual property, the theft of American jobs and wealth has come to an end.",0.13333333333333333
Donald Trump,2019,Republican,"Therefore, we recently imposed tariffs on $250 billion of Chinese goods, and now our Treasury is receiving billions and billions of dollars.",0.0
Donald Trump,2019,Republican,But I don't blame China for taking advantage of us; I blame our leaders and representatives for allowing this travesty to happen.,0.0
Donald Trump,2019,Republican,"I have great respect for President Xi, and we are now working on a new trade deal with China.",0.4681818181818182
Donald Trump,2019,Republican,"Perhaps we can negotiate a different agreement, adding China and others, or perhaps we can't — in which case, we will outspend and out-innovate all others by far.",0.05
Donald Trump,2020,Republican,I also promised our citizens that I would impose tariffs to confront China's massive theft of America's jobs.,0.0
Donald Trump,2020,Republican,"Days ago, we signed the groundbreaking new agreement with China that will defend our workers, protect our intellectual property, bring billions and billions of dollars into our treasury, and open vast new markets for products made and grown right here in the U.S.A.

For decades, China has taken advantage of the United States.",0.14307359307359307
Donald Trump,2020,Republican,"Now we have changed that, but, at the same time, we have perhaps the best relationship we've ever had with China, including with President Xi.",0.5
Donald Trump,2020,Republican,We are coordinating with the Chinese Government and working closely together on the coronavirus outbreak in China.,0.0
Joseph Biden,2021,Democratic,We’re in competition with China and other countries to win the 21st Century.,0.225
Joseph Biden,2021,Democratic,"Look, but think about it: There is simply no reason why the blades for wind turbines can’t be built in Pittsburgh instead of Beijing.",0.0
Joseph Biden,2021,Democratic,China and other countries are closing in fast.,0.037500000000000006
Joseph Biden,2021,Democratic,"I kept my commitment to convene a climate summit right here in America with all of the major economies of the world — China, Russia, India, the European Union — and I said I’d do it in my first 100 days.",0.14955357142857142
Joseph Biden,2021,Democratic,"That means making sure every nation plays by the same rules in the global economy, including China.",0.16666666666666666
Joseph Biden,2022,Democratic,"And look, it's going to transform America to put us on a path to win the economic competition of the 21st century that we face with the rest of the world, particularly China.",0.2916666666666667
Joseph Biden,2022,Democratic,I've told Xi Jinping:,0.0
Joseph Biden,2022,Democratic,"But, folks, to compete for the jobs of the future, we also need to level the playing field with China and other competitors.",-0.0625
Joseph Biden,2022,Democratic,Can't—China is.,0.0
Donald Trump,2025,Republican,"On average, the European Union, China, Brazil, India, Mexico, and Canada—have you heard of them?—and countless other nations charge us tremendously higher tariffs than we charge them.",-0.0050000000000000044
Donald Trump,2025,Republican,China's average tariff on our products is twice what we charge them.,-0.15
Donald Trump,2025,Republican,"I did it with China, and I did it with others.",0.0
Donald Trump,2025,Republican,"They'll be building their plants here, instead of in China.",0.0
Donald Trump,2025,Republican,"And just yesterday Taiwan Semiconductor—the biggest in the world, most powerful in the world, has a tremendous amount—97 percent—of the market—announced a $165 billion investment to build the most powerful chips on Earth right here in the U.S.A.",0.36984126984126986
Donald Trump,2025,Republican,"We had that before, when I made the deal with China.",0.0
